GENE	sumZ	numObs	normZ	pval_synth	rank_synth	fdr_synth	pval_supp	rank_supp	fdr_supp
GBP2	0.42	5	0.27	0.608	378	0.75	0.392	430	0.591
chr8_3	0.19	1	0.27	0.608	379	0.75	0.392	429	0.591
SLC13A2	0.43	5	0.28	0.608	380	0.75	0.392	428	0.591
ARID3A	0.43	5	0.28	0.608	381	0.75	0.392	427	0.591
chr17_3	0.19	1	0.28	0.609	382	0.75	0.391	426	0.591
MSH5	0.44	5	0.28	0.609	383	0.75	0.391	425	0.591
WIPF1	0.44	5	0.28	0.61	384	0.75	0.39	424	0.591
VNN2	0.45	5	0.28	0.61	385	0.75	0.39	423	0.591
ASPRV1	0.45	5	0.28	0.611	386	0.75	0.389	422	0.591
chr4_4	0.20	1	0.28	0.611	387	0.75	0.389	421	0.591
chr11_11	0.20	1	0.28	0.611	388	0.75	0.389	420	0.591
RBPJL	0.46	5	0.28	0.612	389	0.75	0.388	419	0.591
chr8_1	0.21	1	0.28	0.612	390	0.75	0.388	418	0.591
chr2_6	0.21	1	0.28	0.612	391	0.75	0.388	417	0.591
chr2_7	0.21	1	0.28	0.612	392	0.75	0.388	416	0.591
chr21_2	0.21	1	0.28	0.612	393	0.75	0.388	415	0.591
chr16_10	0.21	1	0.28	0.612	394	0.75	0.388	414	0.591
NCKIPSD	0.46	5	0.28	0.612	395	0.75	0.388	413	0.591
SLC51B	0.47	5	0.28	0.612	396	0.75	0.388	412	0.591
chr18_3	0.21	1	0.29	0.612	397	0.75	0.388	411	0.591
TGFBR2	0.47	5	0.29	0.612	398	0.75	0.388	410	0.591
FIBIN	0.47	5	0.29	0.612	399	0.75	0.388	409	0.591
TBX10	0.47	5	0.29	0.612	400	0.75	0.388	408	0.591
WNK2	0.47	5	0.29	0.612	401	0.75	0.388	407	0.591
chr5_10	0.21	1	0.29	0.612	402	0.75	0.388	406	0.591
IGSF22	0.47	5	0.29	0.613	403	0.75	0.387	405	0.591
chr1_3	0.21	1	0.29	0.613	404	0.75	0.387	404	0.591
FBLN2	0.47	5	0.29	0.613	405	0.75	0.387	403	0.591
CDRT4	0.48	5	0.29	0.613	406	0.75	0.387	402	0.591
chr18_2	0.22	1	0.29	0.614	407	0.75	0.386	401	0.591
GMCL1	0.49	5	0.29	0.614	408	0.75	0.386	400	0.591
OIT3	0.49	5	0.29	0.614	409	0.75	0.386	399	0.591
HOXB8	0.49	5	0.29	0.614	410	0.75	0.386	398	0.591
CEMP1	0.49	5	0.29	0.615	411	0.75	0.385	397	0.591
TMEM159	0.49	5	0.29	0.615	412	0.75	0.385	396	0.591
GCC2	0.49	5	0.29	0.615	413	0.75	0.385	395	0.591
chr8_7	0.22	1	0.29	0.615	414	0.75	0.385	394	0.591
PRKG1	0.49	5	0.29	0.615	415	0.75	0.385	393	0.591
ADAM9	0.50	5	0.29	0.616	416	0.75	0.384	392	0.591
chr11_2	0.22	1	0.29	0.616	417	0.75	0.384	391	0.591
chr6_1	0.23	1	0.30	0.616	418	0.75	0.384	390	0.591
AGR2	0.51	5	0.30	0.617	419	0.75	0.383	389	0.591
chr20_2	0.23	1	0.30	0.617	420	0.75	0.383	388	0.591
ASPG	0.51	5	0.30	0.617	421	0.75	0.383	387	0.591
chr3_9	0.23	1	0.30	0.617	422	0.75	0.383	386	0.591
B3GNT5	0.52	5	0.30	0.617	423	0.75	0.383	385	0.591
PHF19	0.52	5	0.30	0.618	424	0.75	0.382	384	0.591
chr10_4	0.23	1	0.30	0.618	425	0.75	0.382	383	0.591
chr19_7	0.24	1	0.30	0.619	426	0.75	0.381	382	0.591
chr11_1	0.24	1	0.30	0.619	427	0.75	0.381	381	0.591
chr17_9	0.24	1	0.30	0.619	428	0.75	0.381	380	0.591
C5	0.54	5	0.30	0.619	429	0.75	0.381	379	0.591
FCN2	0.54	5	0.30	0.62	430	0.75	0.38	378	0.591
TOM1L2	0.54	5	0.31	0.62	431	0.75	0.38	377	0.591
chr5_9	0.24	1	0.31	0.62	432	0.75	0.38	376	0.591
chr6_3	0.25	1	0.31	0.621	433	0.75	0.379	375	0.591
chr17_6	0.25	1	0.31	0.621	434	0.75	0.379	374	0.591
chr3_10	0.25	1	0.31	0.621	435	0.75	0.379	373	0.591
chr16_4	0.25	1	0.31	0.621	436	0.75	0.379	372	0.591
chr18_4	0.25	1	0.31	0.622	437	0.75	0.378	371	0.591
XG	0.56	5	0.31	0.622	438	0.75	0.378	370	0.591
chr3_8	0.25	1	0.31	0.622	439	0.75	0.378	369	0.591
MOGAT1	0.56	5	0.31	0.622	440	0.75	0.378	368	0.591
chr8_10	0.25	1	0.31	0.622	441	0.75	0.378	367	0.591
PCDHGA9	0.56	5	0.31	0.622	442	0.75	0.378	366	0.591
chr11_9	0.25	1	0.31	0.622	443	0.75	0.378	365	0.591
chr18_8	0.25	1	0.31	0.623	444	0.75	0.377	364	0.591
chr12_11	0.25	1	0.31	0.623	445	0.75	0.377	363	0.591
chr21_1	0.25	1	0.31	0.623	446	0.75	0.377	362	0.591
ZNF345	0.58	5	0.31	0.623	447	0.75	0.377	361	0.591
TRIM7	0.58	5	0.31	0.623	448	0.75	0.377	360	0.591
chr3_1	0.26	1	0.31	0.623	449	0.75	0.377	359	0.591
chrX_3	0.26	1	0.32	0.624	450	0.75	0.376	358	0.591
chr17_5	0.26	1	0.32	0.624	451	0.75	0.376	357	0.591
chr5_6	0.26	1	0.32	0.625	452	0.75	0.375	356	0.591
ZFP36L2	0.59	5	0.32	0.625	453	0.75	0.375	355	0.591
CHST4	0.60	5	0.32	0.626	454	0.75	0.374	354	0.591
ZDHHC1	0.60	5	0.32	0.626	455	0.75	0.374	353	0.591
chr17_8	0.27	1	0.32	0.626	456	0.75	0.374	352	0.591
chr9_9	0.27	1	0.32	0.626	457	0.75	0.374	351	0.591
chr20_6	0.27	1	0.32	0.626	458	0.75	0.374	350	0.591
MKL2	0.61	5	0.32	0.627	459	0.75	0.373	349	0.591
chr13_11	0.27	1	0.32	0.627	460	0.75	0.373	348	0.591
chr16_11	0.27	1	0.32	0.627	461	0.75	0.373	347	0.591
GTPBP10	0.61	5	0.32	0.627	462	0.75	0.373	346	0.591
chr2_11	0.27	1	0.32	0.627	463	0.75	0.373	345	0.591
NANOS1	0.61	5	0.32	0.627	464	0.75	0.373	344	0.591
chr11_5	0.28	1	0.32	0.627	465	0.75	0.373	343	0.591
chr13_9	0.28	1	0.32	0.627	466	0.75	0.373	342	0.591
TCF20	0.62	5	0.33	0.628	467	0.75	0.372	341	0.591
GRID2IP	0.62	5	0.33	0.628	468	0.75	0.372	340	0.591
DTHD1	0.62	5	0.33	0.628	469	0.75	0.372	339	0.591
chr12_1	0.28	1	0.33	0.628	470	0.75	0.372	338	0.591
TNNC2	0.63	5	0.33	0.629	471	0.75	0.371	337	0.591
PRRT3	0.63	5	0.33	0.629	472	0.75	0.371	336	0.591
SHC2	0.63	5	0.33	0.629	473	0.75	0.371	335	0.591
LOC643355	0.63	5	0.33	0.629	474	0.75	0.371	334	0.591
chrX_4	0.28	1	0.33	0.629	475	0.75	0.371	333	0.591
chr15_4	0.28	1	0.33	0.629	476	0.75	0.371	332	0.591
MLH1	0.64	5	0.33	0.629	477	0.75	0.371	331	0.591
chr5_3	0.28	1	0.33	0.629	478	0.75	0.371	330	0.591
CLU	0.64	5	0.33	0.629	479	0.75	0.371	329	0.591
IL18	0.64	5	0.33	0.63	480	0.75	0.37	328	0.591
chr4_10	0.29	1	0.33	0.63	481	0.75	0.37	327	0.591
SLC38A5	0.64	5	0.33	0.63	482	0.75	0.37	326	0.591
chr7_7	0.29	1	0.33	0.63	483	0.75	0.37	325	0.591
FAIM	0.65	5	0.33	0.63	484	0.75	0.37	324	0.591
LIPG	0.65	5	0.33	0.631	485	0.75	0.369	323	0.591
QPCT	0.65	5	0.33	0.631	486	0.75	0.369	322	0.591
NKPD1	0.66	5	0.34	0.632	487	0.75	0.368	321	0.591
EYA1	0.66	5	0.34	0.632	488	0.75	0.368	320	0.591
SYTL4	0.66	5	0.34	0.632	489	0.75	0.368	319	0.591
chr12_4	0.30	1	0.34	0.632	490	0.75	0.368	318	0.591
MROH2B	0.67	5	0.34	0.632	491	0.75	0.368	317	0.591
SWT1	0.67	5	0.34	0.633	492	0.75	0.367	316	0.591
SMIM18	0.67	5	0.34	0.633	493	0.75	0.367	315	0.591
chr6_10	0.30	1	0.34	0.633	494	0.75	0.367	314	0.591
chr14_9	0.30	1	0.34	0.633	495	0.75	0.367	313	0.591
chr10_9	0.30	1	0.34	0.633	496	0.75	0.367	312	0.591
chr1_7	0.30	1	0.34	0.633	497	0.75	0.367	311	0.591
CXCL9	0.68	5	0.34	0.634	498	0.75	0.366	310	0.591
OR6N2	0.68	5	0.34	0.634	499	0.75	0.366	309	0.591
REEP1	0.69	5	0.34	0.634	500	0.75	0.366	308	0.591
chr7_8	0.31	1	0.34	0.634	501	0.75	0.366	307	0.591
ALS2CL	0.69	5	0.34	0.635	502	0.75	0.365	306	0.591
NEUROD2	0.69	5	0.34	0.635	503	0.75	0.365	305	0.591
DUOX2	0.69	5	0.34	0.635	504	0.75	0.365	304	0.591
MYOM2	0.69	5	0.35	0.635	505	0.75	0.365	303	0.591
GPR87	0.70	5	0.35	0.635	506	0.75	0.365	302	0.591
GABRB1	0.70	5	0.35	0.635	507	0.75	0.365	301	0.591
CPNE9	0.70	5	0.35	0.635	508	0.75	0.365	300	0.591
PRR15	0.70	5	0.35	0.635	509	0.75	0.365	299	0.591
chr19_9	0.31	1	0.35	0.635	510	0.75	0.365	298	0.591
KHDRBS3	0.70	5	0.35	0.636	511	0.75	0.364	297	0.591
chr10_8	0.31	1	0.35	0.636	512	0.75	0.364	296	0.591
chr12_2	0.31	1	0.35	0.636	513	0.75	0.364	295	0.591
chr6_9	0.32	1	0.35	0.636	514	0.75	0.364	294	0.591
COL4A1	0.71	5	0.35	0.636	515	0.75	0.364	293	0.591
chr21_7	0.32	1	0.35	0.636	516	0.75	0.364	292	0.591
chr10_7	0.32	1	0.35	0.637	517	0.75	0.363	291	0.591
SFMBT1	0.71	5	0.35	0.637	518	0.75	0.363	290	0.591
ENTPD4	0.71	5	0.35	0.637	519	0.75	0.363	289	0.591
chr4_6	0.32	1	0.35	0.637	520	0.75	0.363	288	0.591
AXIN2	0.72	5	0.35	0.637	521	0.75	0.363	287	0.591
HDHD3	0.72	5	0.35	0.638	522	0.75	0.362	286	0.591
chr21_10	0.32	1	0.35	0.638	523	0.75	0.362	285	0.591
chr17_7	0.32	1	0.35	0.638	524	0.75	0.362	284	0.591
chr1_9	0.32	1	0.35	0.638	525	0.75	0.362	283	0.591
chr21_4	0.32	1	0.35	0.638	526	0.75	0.362	282	0.591
CYP2U1	0.73	5	0.35	0.638	527	0.75	0.362	281	0.591
NMUR2	0.73	5	0.35	0.639	528	0.75	0.361	280	0.591
PANO1	0.73	5	0.36	0.639	529	0.75	0.361	279	0.591
chr11_8	0.33	1	0.36	0.64	530	0.75	0.36	278	0.591
PLEKHA4	0.74	5	0.36	0.64	531	0.75	0.36	277	0.591
chr10_5	0.33	1	0.36	0.64	532	0.75	0.36	276	0.591
SDR42E1	0.74	5	0.36	0.64	533	0.75	0.36	275	0.591
PCMT1	0.74	5	0.36	0.64	534	0.75	0.36	274	0.591
ZFAND2A	0.74	5	0.36	0.64	535	0.75	0.36	273	0.591
QPRT	0.75	5	0.36	0.64	536	0.75	0.36	272	0.591
chr5_1	0.33	1	0.36	0.64	537	0.75	0.36	271	0.591
USP38	0.75	5	0.36	0.64	538	0.75	0.36	270	0.591
FAM109A	0.75	5	0.36	0.641	539	0.75	0.359	269	0.591
ADAM7	0.75	5	0.36	0.641	540	0.75	0.359	268	0.591
ATP9A	0.76	5	0.36	0.641	541	0.75	0.359	267	0.591
CUEDC1	0.76	5	0.36	0.641	542	0.75	0.359	266	0.591
chr8_4	0.34	1	0.36	0.642	543	0.75	0.358	265	0.591
NOS1	0.76	5	0.36	0.642	544	0.75	0.358	264	0.591
chr18_9	0.35	1	0.37	0.643	545	0.75	0.357	263	0.591
chr20_1	0.35	1	0.37	0.644	546	0.75	0.356	262	0.591
chr14_2	0.35	1	0.37	0.644	547	0.75	0.356	261	0.591
chr2_5	0.35	1	0.37	0.644	548	0.75	0.356	260	0.591
KRT40	0.78	5	0.37	0.644	549	0.75	0.356	259	0.591
chr21_9	0.35	1	0.37	0.644	550	0.75	0.356	258	0.591
chr18_5	0.35	1	0.37	0.644	551	0.75	0.356	257	0.591
chr12_10	0.35	1	0.37	0.644	552	0.75	0.356	256	0.591
GNA11	0.79	5	0.37	0.645	553	0.75	0.355	255	0.591
MSH3	0.79	5	0.37	0.645	554	0.75	0.355	254	0.591
chr13_8	0.35	1	0.37	0.645	555	0.75	0.355	253	0.591
OR2A14	0.79	5	0.37	0.645	556	0.75	0.355	252	0.591
chr9_7	0.36	1	0.37	0.645	557	0.75	0.355	251	0.591
chr20_4	0.36	1	0.37	0.646	558	0.75	0.354	250	0.591
AAGAB	0.81	5	0.38	0.646	559	0.75	0.354	249	0.591
FBN3	0.81	5	0.38	0.647	560	0.75	0.353	248	0.591
SLAMF1	0.81	5	0.38	0.647	561	0.75	0.353	247	0.591
CST1	0.81	5	0.38	0.647	562	0.75	0.353	246	0.591
PEX10	0.81	5	0.38	0.647	563	0.75	0.353	245	0.591
chr10_11	0.37	1	0.38	0.647	564	0.75	0.353	244	0.591
RSPH14	0.82	5	0.38	0.647	565	0.75	0.353	243	0.591
C2orf16	0.82	5	0.38	0.648	566	0.75	0.352	242	0.591
SHCBP1L	0.83	5	0.38	0.648	567	0.75	0.352	241	0.591
chr13_4	0.37	1	0.38	0.648	568	0.75	0.352	240	0.591
MYOT	0.83	5	0.38	0.648	569	0.75	0.352	239	0.591
chr7_5	0.37	1	0.38	0.648	570	0.75	0.352	238	0.591
RIT1	0.83	5	0.38	0.648	571	0.75	0.352	237	0.591
UNKL	0.83	5	0.38	0.648	572	0.75	0.352	236	0.591
chr17_4	0.37	1	0.38	0.649	573	0.75	0.351	235	0.591
chr18_6	0.37	1	0.38	0.649	574	0.75	0.351	234	0.591
chr18_10	0.37	1	0.38	0.649	575	0.75	0.351	233	0.591
FAM217A	0.84	5	0.38	0.649	576	0.75	0.351	232	0.591
chr20_8	0.37	1	0.38	0.649	577	0.75	0.351	231	0.591
ALDH1A3	0.84	5	0.38	0.649	578	0.75	0.351	230	0.591
chr4_8	0.37	1	0.38	0.649	579	0.75	0.351	229	0.591
DUSP18	0.84	5	0.38	0.649	580	0.75	0.351	228	0.591
RAB2B	0.84	5	0.38	0.65	581	0.75	0.35	227	0.591
chrX_9	0.38	1	0.39	0.65	582	0.75	0.35	226	0.591
SESN1	0.85	5	0.39	0.65	583	0.75	0.35	225	0.591
chr13_1	0.38	1	0.39	0.65	584	0.75	0.35	224	0.591
chr3_5	0.38	1	0.39	0.65	585	0.75	0.35	223	0.591
HLA-DMA	0.85	5	0.39	0.65	586	0.75	0.35	222	0.591
PCDHA1	0.85	5	0.39	0.65	587	0.75	0.35	221	0.591
chr19_10	0.38	1	0.39	0.651	588	0.75	0.349	220	0.591
TK2	0.86	5	0.39	0.651	589	0.75	0.349	219	0.591
TMEM236	0.86	5	0.39	0.651	590	0.75	0.349	218	0.591
DACT2	0.86	5	0.39	0.652	591	0.75	0.348	217	0.591
chrX_2	0.39	1	0.39	0.652	592	0.75	0.348	216	0.591
CDHR5	0.87	5	0.39	0.652	593	0.75	0.348	215	0.591
BPIFB6	0.87	5	0.39	0.652	594	0.75	0.348	214	0.591
TSPAN6	0.88	5	0.39	0.653	595	0.75	0.347	213	0.591
KCNN2	0.88	5	0.39	0.653	596	0.75	0.347	212	0.591
chrX_5	0.39	1	0.39	0.653	597	0.75	0.347	211	0.591
chr4_9	0.39	1	0.39	0.653	598	0.75	0.347	210	0.591
TCF7	0.88	5	0.39	0.653	599	0.75	0.347	209	0.591
PML	0.88	5	0.39	0.653	600	0.75	0.347	208	0.591
chr1_6	0.39	1	0.39	0.653	601	0.75	0.347	207	0.591
chr5_7	0.39	1	0.39	0.654	602	0.75	0.346	206	0.591
LIG1	0.88	5	0.40	0.654	603	0.75	0.346	205	0.591
SHF	0.88	5	0.40	0.654	604	0.75	0.346	204	0.591
chr9_10	0.40	1	0.40	0.654	605	0.75	0.346	203	0.591
ADH4	0.89	5	0.40	0.654	606	0.75	0.346	202	0.591
chr5_8	0.40	1	0.40	0.654	607	0.75	0.346	201	0.591
chr14_5	0.40	1	0.40	0.655	608	0.75	0.345	200	0.591
DENND6A	0.80	4	0.40	0.655	609	0.75	0.345	199	0.591
chr13_10	0.40	1	0.40	0.655	610	0.75	0.345	198	0.591
HPRT1	0.90	5	0.40	0.655	611	0.75	0.345	197	0.591
POLI	0.90	5	0.40	0.655	612	0.75	0.345	196	0.591
HDAC5	0.90	5	0.40	0.655	613	0.75	0.345	195	0.591
NEIL3	0.90	5	0.40	0.656	614	0.75	0.344	194	0.591
chr20_9	0.40	1	0.40	0.656	615	0.75	0.344	193	0.591
GABRA2	0.90	5	0.40	0.656	616	0.75	0.344	192	0.591
LMO4	0.91	5	0.40	0.656	617	0.75	0.344	191	0.591
OR51F2	0.91	5	0.40	0.656	618	0.75	0.344	190	0.591
chr20_5	0.41	1	0.40	0.657	619	0.75	0.343	189	0.591
MYRIP	0.92	5	0.40	0.657	620	0.75	0.343	188	0.591
PKP1	0.92	5	0.41	0.658	621	0.75	0.342	187	0.591
chr9_8	0.41	1	0.41	0.658	622	0.75	0.342	186	0.591
C8orf31	0.93	5	0.41	0.659	623	0.75	0.341	185	0.591
chr11_10	0.42	1	0.41	0.659	624	0.75	0.341	184	0.591
PPP1R3D	0.94	5	0.41	0.659	625	0.75	0.341	183	0.591
chr5_2	0.42	1	0.41	0.659	626	0.75	0.341	182	0.591
chrX_6	0.42	1	0.41	0.659	627	0.75	0.341	181	0.591
chr3_7	0.42	1	0.41	0.659	628	0.75	0.341	180	0.591
CKM	0.94	5	0.41	0.66	629	0.75	0.34	179	0.591
PABPC4	0.95	5	0.41	0.66	630	0.75	0.34	178	0.591
AGT	0.95	5	0.41	0.66	631	0.75	0.34	177	0.591
chr1_8	0.43	1	0.41	0.66	632	0.75	0.34	176	0.591
EPDR1	0.95	5	0.41	0.661	633	0.75	0.339	175	0.591
CRHR2	0.96	5	0.41	0.661	634	0.75	0.339	174	0.591
EHD3	0.97	5	0.42	0.662	635	0.75	0.338	173	0.591
HEXA	0.97	5	0.42	0.662	636	0.75	0.338	172	0.591
chr8_9	0.43	1	0.42	0.662	637	0.75	0.338	171	0.591
chr9_5	0.43	1	0.42	0.662	638	0.75	0.338	170	0.591
LY6G5C	0.97	5	0.42	0.662	639	0.75	0.338	169	0.591
APOL1	0.98	5	0.42	0.663	640	0.75	0.337	168	0.591
chr6_8	0.44	1	0.42	0.663	641	0.75	0.337	167	0.591
CCDC69	0.98	5	0.42	0.663	642	0.75	0.337	166	0.591
FOXO1	0.98	5	0.42	0.663	643	0.75	0.337	165	0.591
chr15_9	0.44	1	0.42	0.664	644	0.75	0.336	164	0.591
chr8_6	0.44	1	0.42	0.664	645	0.75	0.336	163	0.591
SLC50A1	0.99	5	0.42	0.664	646	0.75	0.336	162	0.591
OSR1	0.99	5	0.42	0.664	647	0.75	0.336	161	0.591
chrX_10	0.45	1	0.42	0.665	648	0.75	0.335	160	0.591
ZNF692	1.00	5	0.43	0.665	649	0.75	0.335	159	0.591
RNF216	1.00	5	0.43	0.665	650	0.75	0.335	158	0.591
IRF2BPL	1.01	5	0.43	0.665	651	0.75	0.335	157	0.591
CDCA7L	1.01	5	0.43	0.666	652	0.75	0.334	156	0.591
CXCL5	0.91	4	0.43	0.666	653	0.75	0.334	155	0.591
chr12_9	0.45	1	0.43	0.666	654	0.75	0.334	154	0.591
YIPF4	1.01	5	0.43	0.666	655	0.75	0.334	153	0.591
FAM71E1	1.02	5	0.43	0.666	656	0.75	0.334	152	0.591
LGR5	1.02	5	0.43	0.666	657	0.75	0.334	151	0.591
EGF	1.02	5	0.43	0.667	658	0.75	0.333	150	0.591
chr3_6	0.46	1	0.43	0.667	659	0.75	0.333	149	0.591
chr15_3	0.46	1	0.43	0.667	660	0.75	0.333	148	0.591
THPO	1.02	5	0.43	0.667	661	0.75	0.333	147	0.591
MOGAT2	1.02	5	0.43	0.667	662	0.75	0.333	146	0.591
ETV3L	1.02	5	0.43	0.667	663	0.75	0.333	145	0.591
ASTE1	1.03	5	0.43	0.667	664	0.75	0.333	144	0.591
AADAT	1.03	5	0.43	0.668	665	0.75	0.332	143	0.591
CDX1	1.04	5	0.44	0.669	666	0.75	0.331	142	0.591
chr18_7	0.47	1	0.44	0.67	667	0.75	0.33	141	0.591
chr7_3	0.47	1	0.44	0.671	668	0.75	0.329	140	0.591
PROX1	1.06	5	0.44	0.671	669	0.75	0.329	139	0.591
chr19_11	0.48	1	0.44	0.671	670	0.75	0.329	138	0.591
PLA2G2A	1.07	5	0.45	0.672	671	0.75	0.328	137	0.591
chrX_7	0.48	1	0.45	0.672	672	0.75	0.328	136	0.591
chr13_7	0.48	1	0.45	0.672	673	0.75	0.328	135	0.591
TTLL2	1.08	5	0.45	0.672	674	0.75	0.328	134	0.591
chr14_6	0.48	1	0.45	0.672	675	0.75	0.328	133	0.591
DRD2	1.08	5	0.45	0.673	676	0.75	0.327	132	0.591
FAM124B	1.09	5	0.45	0.673	677	0.75	0.327	131	0.591
chr21_6	0.49	1	0.45	0.673	678	0.75	0.327	130	0.591
chr6_2	0.49	1	0.45	0.674	679	0.75	0.326	129	0.591
ELF5	1.10	5	0.45	0.674	680	0.75	0.326	128	0.591
C7orf69	1.11	5	0.45	0.675	681	0.75	0.325	127	0.591
ARFGAP3	1.11	5	0.45	0.675	682	0.75	0.325	126	0.591
PRSS23	1.11	5	0.46	0.676	683	0.75	0.324	125	0.591
GGT7	1.11	5	0.46	0.676	684	0.75	0.324	124	0.591
SRPK3	1.12	5	0.46	0.676	685	0.75	0.324	123	0.591
ABLIM3	1.12	5	0.46	0.676	686	0.75	0.324	122	0.591
LMOD3	1.12	5	0.46	0.676	687	0.75	0.324	121	0.591
chr3_11	0.51	1	0.46	0.678	688	0.75	0.322	120	0.591
ZBTB18	1.14	5	0.46	0.678	689	0.75	0.322	119	0.591
TTC7A	1.14	5	0.46	0.678	690	0.75	0.322	118	0.591
SERINC1	1.14	5	0.46	0.678	691	0.75	0.322	117	0.591
C3orf67	1.14	5	0.46	0.678	692	0.75	0.322	116	0.591
BMP3	1.14	5	0.46	0.679	693	0.75	0.321	115	0.591
chr11_7	0.51	1	0.46	0.679	694	0.75	0.321	114	0.591
ZNF223	1.15	5	0.47	0.679	695	0.75	0.321	113	0.591
chr11_3	0.52	1	0.47	0.679	696	0.75	0.321	112	0.591
chr4_5	0.52	1	0.47	0.68	697	0.75	0.32	111	0.591
chrX_1	0.52	1	0.47	0.68	698	0.75	0.32	110	0.591
CH25H	1.16	5	0.47	0.68	699	0.75	0.32	109	0.591
GRHL1	1.16	5	0.47	0.68	700	0.75	0.32	108	0.591
NELL1	1.16	5	0.47	0.68	701	0.75	0.32	107	0.591
ASXL1	1.16	5	0.47	0.68	702	0.75	0.32	106	0.591
ACSL6	1.17	5	0.47	0.681	703	0.75	0.319	105	0.591
chr20_3	0.53	1	0.47	0.682	704	0.75	0.318	104	0.591
HSBP1	1.18	5	0.47	0.682	705	0.75	0.318	103	0.591
SPZ1	1.19	5	0.48	0.683	706	0.75	0.317	102	0.591
BMP7	1.20	5	0.48	0.684	707	0.75	0.316	101	0.591
CCL8	1.20	5	0.48	0.684	708	0.75	0.316	100	0.591
VIPR2	1.20	5	0.48	0.684	709	0.75	0.316	99	0.591
LYPD8	1.20	5	0.48	0.684	710	0.75	0.316	98	0.591
HEG1	1.21	5	0.48	0.685	711	0.75	0.315	97	0.591
KIAA1804	1.21	5	0.48	0.685	712	0.75	0.315	96	0.591
SYNGR2	1.21	5	0.48	0.685	713	0.75	0.315	95	0.591
BSPH1	1.21	5	0.48	0.685	714	0.75	0.315	94	0.591
TPO	1.22	5	0.48	0.686	715	0.75	0.314	93	0.591
chr4_3	0.55	1	0.48	0.686	716	0.75	0.314	92	0.591
FGF20	1.22	5	0.48	0.686	717	0.75	0.314	91	0.591
chr3_3	0.55	1	0.49	0.687	718	0.75	0.313	90	0.591
chr9_6	0.55	1	0.49	0.688	719	0.75	0.312	89	0.591
RNF220	1.25	5	0.49	0.689	720	0.75	0.311	88	0.591
RXFP4	1.26	5	0.49	0.69	721	0.75	0.31	87	0.591
ZMYM5	1.26	5	0.50	0.69	722	0.75	0.31	86	0.591
F10	1.27	5	0.50	0.69	723	0.75	0.31	85	0.591
MGAT3	1.28	5	0.50	0.691	724	0.75	0.309	84	0.591
LFNG	1.28	5	0.50	0.691	725	0.75	0.309	83	0.591
GRP	1.28	5	0.50	0.691	726	0.75	0.309	82	0.591
TTC33	1.28	5	0.50	0.691	727	0.75	0.309	81	0.591
SMAD2	1.28	5	0.50	0.692	728	0.75	0.308	80	0.591
FZD10	1.30	5	0.50	0.693	729	0.75	0.307	79	0.591
DEFB116	1.30	5	0.50	0.693	730	0.75	0.307	78	0.591
GNG4	1.30	5	0.51	0.693	731	0.75	0.307	77	0.591
PLEKHN1	1.30	5	0.51	0.694	732	0.75	0.306	76	0.591
NEU4	1.32	5	0.51	0.695	733	0.75	0.305	75	0.591
chr4_2	0.59	1	0.51	0.695	734	0.75	0.305	74	0.591
SCCPDH	1.32	5	0.51	0.695	735	0.75	0.305	73	0.591
chr19_3	0.60	1	0.51	0.696	736	0.75	0.304	72	0.591
SPIN3	1.34	5	0.51	0.696	737	0.75	0.304	71	0.591
BCOR	1.34	5	0.51	0.696	738	0.75	0.304	70	0.591
chr18_11	0.60	1	0.52	0.697	739	0.75	0.303	69	0.591
RGMA	1.35	5	0.52	0.698	740	0.75	0.302	68	0.591
KLLN	1.37	5	0.52	0.7	741	0.75	0.3	67	0.591
RLN2	1.37	5	0.52	0.7	742	0.75	0.3	66	0.591
DMC1	1.39	5	0.53	0.702	743	0.75	0.298	65	0.591
RYK	1.39	5	0.53	0.702	744	0.75	0.298	64	0.591
NEURL1	1.39	5	0.53	0.702	745	0.75	0.298	63	0.591
PFKL	1.40	5	0.53	0.702	746	0.75	0.298	62	0.591
IL15RA	1.40	5	0.53	0.702	747	0.75	0.298	61	0.591
chr11_4	0.63	1	0.53	0.702	748	0.75	0.298	60	0.591
chr9_1	0.64	1	0.54	0.704	749	0.75	0.296	59	0.591
chr14_4	0.64	1	0.54	0.704	750	0.75	0.296	58	0.591
TGIF2	1.42	5	0.54	0.705	751	0.75	0.295	57	0.591
HYPM	1.43	5	0.54	0.705	752	0.75	0.295	56	0.591
UBE2QL1	1.44	5	0.54	0.706	753	0.75	0.294	55	0.591
MEF2D	1.44	5	0.54	0.706	754	0.75	0.294	54	0.591
TCF19	1.45	5	0.54	0.707	755	0.75	0.293	53	0.591
TH	1.46	5	0.55	0.708	756	0.75	0.292	52	0.591
KIAA1522	1.46	5	0.55	0.708	757	0.75	0.292	51	0.591
LRRN1	1.47	5	0.55	0.708	758	0.75	0.292	50	0.591
CLEC14A	1.47	5	0.55	0.709	759	0.75	0.291	49	0.591
SATL1	1.48	5	0.55	0.71	760	0.75	0.29	48	0.591
SPTBN1	1.48	5	0.55	0.71	761	0.75	0.29	47	0.591
TBC1D9	1.49	5	0.56	0.711	762	0.75	0.289	46	0.591
KIAA1549L	1.49	5	0.56	0.711	763	0.75	0.289	45	0.591
CREB3L2	1.51	5	0.56	0.713	764	0.75	0.287	44	0.591
TYMSOS	1.52	5	0.56	0.713	765	0.75	0.287	43	0.591
