GENE	sumZ	numObs	normZ	pval_synth	rank_synth	fdr_synth	pval_supp	rank_supp	fdr_supp
chr13_11	-0.10	1	0.18	0.571	372	0.804	0.429	436	0.69
chr2_10	-0.10	1	0.18	0.571	373	0.804	0.429	435	0.69
TFCP2L1	-0.21	5	0.18	0.571	374	0.804	0.429	434	0.69
chr17_9	-0.09	1	0.18	0.572	375	0.804	0.428	433	0.69
chr7_3	-0.09	1	0.18	0.572	376	0.804	0.428	432	0.69
CXCL5	-0.17	4	0.18	0.573	377	0.804	0.427	431	0.69
chr16_11	-0.09	1	0.18	0.573	378	0.804	0.427	430	0.69
CEP78	-0.19	5	0.18	0.573	379	0.804	0.427	429	0.69
PID1	-0.19	5	0.18	0.573	380	0.804	0.427	428	0.69
chr15_10	-0.08	1	0.19	0.574	381	0.804	0.426	427	0.69
CDX1	-0.18	5	0.19	0.575	382	0.804	0.425	426	0.69
chr13_4	-0.08	1	0.19	0.575	383	0.804	0.425	425	0.69
chr19_7	-0.08	1	0.19	0.575	384	0.804	0.425	424	0.69
chr16_7	-0.07	1	0.19	0.576	385	0.804	0.424	423	0.69
chr7_4	-0.07	1	0.19	0.576	386	0.804	0.424	422	0.69
KIAA1671	-0.16	5	0.19	0.576	387	0.804	0.424	421	0.69
ELN	-0.15	5	0.19	0.577	388	0.804	0.423	420	0.69
chr6_8	-0.07	1	0.19	0.577	389	0.804	0.423	419	0.69
CC2D2B	-0.15	5	0.19	0.577	390	0.804	0.423	418	0.69
DFNB59	-0.13	5	0.20	0.579	391	0.804	0.421	417	0.69
chr16_5	-0.06	1	0.20	0.579	392	0.804	0.421	416	0.69
CDHR5	-0.12	5	0.20	0.58	393	0.804	0.42	415	0.69
MAD2L1BP	-0.11	5	0.21	0.581	394	0.804	0.419	414	0.69
C8orf31	-0.11	5	0.21	0.582	395	0.804	0.418	413	0.69
chr6_4	-0.05	1	0.21	0.582	396	0.804	0.418	412	0.69
chr1_2	-0.03	1	0.21	0.585	397	0.804	0.415	411	0.69
GLYATL1	-0.07	5	0.22	0.585	398	0.804	0.415	410	0.69
chr19_11	-0.03	1	0.22	0.586	399	0.804	0.414	409	0.69
HPRT1	-0.06	5	0.22	0.587	400	0.804	0.413	408	0.69
C21orf62	-0.06	5	0.22	0.587	401	0.804	0.413	407	0.69
GBP2	-0.05	5	0.22	0.587	402	0.804	0.413	406	0.69
chr16_1	-0.02	1	0.22	0.587	403	0.804	0.413	405	0.69
FAM109A	-0.05	5	0.22	0.588	404	0.804	0.412	404	0.69
chr20_6	-0.02	1	0.22	0.588	405	0.804	0.412	403	0.69
C11orf42	-0.04	5	0.22	0.588	406	0.804	0.412	402	0.69
chr11_1	-0.01	1	0.23	0.59	407	0.804	0.41	401	0.69
NKPD1	-0.03	5	0.23	0.59	408	0.804	0.41	400	0.69
CPT2	-0.03	5	0.23	0.59	409	0.804	0.41	399	0.69
GRID2IP	-0.02	5	0.23	0.59	410	0.804	0.41	398	0.69
chr12_5	-0.01	1	0.23	0.591	411	0.804	0.409	397	0.69
BSPH1	-0.02	5	0.23	0.591	412	0.804	0.409	396	0.69
RSPH14	-0.01	5	0.23	0.591	413	0.804	0.409	395	0.69
chr19_10	-0.01	1	0.23	0.592	414	0.804	0.408	394	0.69
chr4_1	-0.00	1	0.23	0.592	415	0.804	0.408	393	0.69
HLA-DMA	0.00	5	0.23	0.593	416	0.804	0.407	392	0.69
IL2RG	0.01	5	0.24	0.593	417	0.804	0.407	391	0.69
ATF6B	0.01	5	0.24	0.594	418	0.804	0.406	390	0.69
OIT3	0.03	5	0.24	0.596	419	0.804	0.404	389	0.69
PFKL	0.04	5	0.24	0.597	420	0.804	0.403	388	0.69
ZSWIM3	0.04	5	0.24	0.597	421	0.804	0.403	387	0.69
HEG1	0.04	5	0.25	0.597	422	0.804	0.403	386	0.69
IGSF22	0.04	5	0.25	0.597	423	0.804	0.403	385	0.69
chr18_10	0.02	1	0.25	0.597	424	0.804	0.403	384	0.69
GAGE12I	0.05	5	0.25	0.598	425	0.804	0.402	383	0.69
chr11_9	0.02	1	0.25	0.598	426	0.804	0.402	382	0.69
chr10_3	0.02	1	0.25	0.598	427	0.804	0.402	381	0.69
CKM	0.06	5	0.25	0.599	428	0.804	0.401	380	0.69
chr3_9	0.03	1	0.25	0.599	429	0.804	0.401	379	0.69
REEP1	0.06	5	0.25	0.599	430	0.804	0.401	378	0.69
chr13_9	0.03	1	0.25	0.6	431	0.804	0.4	377	0.69
ZNF223	0.08	5	0.26	0.601	432	0.804	0.399	376	0.69
chr5_5	0.04	1	0.26	0.602	433	0.804	0.398	375	0.69
PRSS23	0.09	5	0.26	0.602	434	0.804	0.398	374	0.69
TMPRSS13	0.09	5	0.26	0.602	435	0.804	0.398	373	0.69
chr11_8	0.04	1	0.26	0.602	436	0.804	0.398	372	0.69
MOGAT2	0.10	5	0.26	0.603	437	0.804	0.397	371	0.69
HOXD10	0.11	5	0.26	0.604	438	0.804	0.396	370	0.69
COL2A1	0.11	5	0.26	0.604	439	0.804	0.396	369	0.69
chr15_2	0.05	1	0.27	0.605	440	0.804	0.395	368	0.69
chr15_1	0.06	1	0.27	0.606	441	0.804	0.394	367	0.69
chr4_10	0.06	1	0.27	0.607	442	0.804	0.393	366	0.69
chr12_1	0.06	1	0.27	0.608	443	0.804	0.392	365	0.69
EGF	0.15	5	0.27	0.608	444	0.804	0.392	364	0.69
chr6_7	0.07	1	0.27	0.608	445	0.804	0.392	363	0.69
GLT8D1	0.15	5	0.28	0.609	446	0.804	0.391	362	0.69
chr5_3	0.07	1	0.28	0.609	447	0.804	0.391	361	0.69
NEDD4	0.16	5	0.28	0.609	448	0.804	0.391	360	0.69
chr18_5	0.07	1	0.28	0.61	449	0.804	0.39	359	0.69
chr10_2	0.08	1	0.28	0.61	450	0.804	0.39	358	0.69
chr8_3	0.08	1	0.28	0.611	451	0.804	0.389	357	0.69
chr6_3	0.08	1	0.28	0.612	452	0.804	0.388	356	0.69
MSH6	0.19	5	0.29	0.612	453	0.804	0.388	355	0.69
RPL22L1	0.19	5	0.29	0.613	454	0.804	0.387	354	0.69
GGA3	0.20	5	0.29	0.613	455	0.804	0.387	353	0.69
CUEDC1	0.20	5	0.29	0.613	456	0.804	0.387	352	0.69
chr21_2	0.09	1	0.29	0.614	457	0.804	0.386	351	0.69
chr3_7	0.09	1	0.29	0.614	458	0.804	0.386	350	0.69
chr19_9	0.09	1	0.29	0.614	459	0.804	0.386	349	0.69
chrX_4	0.09	1	0.29	0.614	460	0.804	0.386	348	0.69
NEURL1	0.21	5	0.29	0.614	461	0.804	0.386	347	0.69
chr16_9	0.10	1	0.29	0.614	462	0.804	0.386	346	0.69
chr6_1	0.10	1	0.29	0.614	463	0.804	0.386	345	0.69
chr14_1	0.10	1	0.29	0.615	464	0.804	0.385	344	0.69
chr1_6	0.10	1	0.29	0.615	465	0.804	0.385	343	0.69
KHDRBS3	0.23	5	0.29	0.616	466	0.804	0.384	342	0.69
HEXA	0.23	5	0.29	0.616	467	0.804	0.384	341	0.69
TMEM198	0.23	5	0.30	0.616	468	0.804	0.384	340	0.69
DRD2	0.23	5	0.30	0.616	469	0.804	0.384	339	0.69
chr1_4	0.10	1	0.30	0.616	470	0.804	0.384	338	0.69
FBN3	0.24	5	0.30	0.617	471	0.804	0.383	337	0.69
MADD	0.24	5	0.30	0.617	472	0.804	0.383	336	0.69
AMER3	0.24	5	0.30	0.617	473	0.804	0.383	335	0.69
UNKL	0.24	5	0.30	0.618	474	0.804	0.382	334	0.69
chr9_5	0.11	1	0.30	0.618	475	0.804	0.382	333	0.69
chr7_5	0.11	1	0.30	0.618	476	0.804	0.382	332	0.69
chr17_7	0.11	1	0.30	0.618	477	0.804	0.382	331	0.69
SLC39A5	0.26	5	0.30	0.619	478	0.804	0.381	330	0.69
chr16_6	0.12	1	0.30	0.619	479	0.804	0.381	329	0.69
TK2	0.26	5	0.30	0.62	480	0.804	0.38	328	0.69
chrX_7	0.12	1	0.30	0.62	481	0.804	0.38	327	0.69
chr7_2	0.12	1	0.30	0.62	482	0.804	0.38	326	0.69
chr5_6	0.12	1	0.31	0.62	483	0.804	0.38	325	0.69
chr2_1	0.12	1	0.31	0.621	484	0.804	0.379	324	0.69
chr4_3	0.13	1	0.31	0.622	485	0.804	0.378	323	0.69
chr6_5	0.13	1	0.31	0.622	486	0.804	0.378	322	0.69
ABLIM3	0.29	5	0.31	0.622	487	0.804	0.378	321	0.69
chr5_1	0.13	1	0.31	0.622	488	0.804	0.378	320	0.69
C10orf82	0.29	5	0.31	0.623	489	0.804	0.377	319	0.69
chr13_5	0.13	1	0.31	0.623	490	0.804	0.377	318	0.69
chr19_8	0.14	1	0.32	0.624	491	0.804	0.376	317	0.69
PCMT1	0.31	5	0.32	0.625	492	0.804	0.375	316	0.69
QPCT	0.32	5	0.32	0.625	493	0.804	0.375	315	0.69
ZNF485	0.32	5	0.32	0.625	494	0.804	0.375	314	0.69
chrX_8	0.14	1	0.32	0.625	495	0.804	0.375	313	0.69
chrX_9	0.14	1	0.32	0.626	496	0.804	0.374	312	0.69
FAM71E1	0.32	5	0.32	0.626	497	0.804	0.374	311	0.69
MYOT	0.32	5	0.32	0.626	498	0.804	0.374	310	0.69
GCG	0.33	5	0.32	0.626	499	0.804	0.374	309	0.69
HYDIN	0.34	5	0.32	0.627	500	0.804	0.373	308	0.69
WIPF1	0.34	5	0.32	0.627	501	0.804	0.373	307	0.69
chr14_2	0.16	1	0.33	0.628	502	0.804	0.372	306	0.69
ALKBH6	0.35	5	0.33	0.629	503	0.804	0.371	305	0.69
FAM217A	0.36	5	0.33	0.629	504	0.804	0.371	304	0.69
PDF	0.36	5	0.33	0.629	505	0.804	0.371	303	0.69
chr21_9	0.16	1	0.33	0.63	506	0.804	0.37	302	0.69
chr19_5	0.16	1	0.33	0.63	507	0.804	0.37	301	0.69
CEACAM5	0.37	5	0.33	0.63	508	0.804	0.37	300	0.69
FGF20	0.37	5	0.33	0.63	509	0.804	0.37	299	0.69
HDAC5	0.37	5	0.33	0.63	510	0.804	0.37	298	0.69
PCDHGA9	0.37	5	0.33	0.63	511	0.804	0.37	297	0.69
VNN2	0.37	5	0.33	0.631	512	0.804	0.369	296	0.69
DMC1	0.38	5	0.34	0.632	513	0.804	0.368	295	0.69
IL18	0.38	5	0.34	0.632	514	0.804	0.368	294	0.69
RLN2	0.39	5	0.34	0.632	515	0.804	0.368	293	0.69
chr1_7	0.17	1	0.34	0.632	516	0.804	0.368	292	0.69
chr21_7	0.17	1	0.34	0.632	517	0.804	0.368	291	0.69
chrX_3	0.18	1	0.34	0.633	518	0.804	0.367	290	0.69
PML	0.40	5	0.34	0.634	519	0.804	0.366	289	0.69
NCK2	0.41	5	0.34	0.634	520	0.804	0.366	288	0.69
chr12_9	0.19	1	0.35	0.635	521	0.804	0.365	287	0.69
chr12_2	0.19	1	0.35	0.636	522	0.804	0.364	286	0.69
NANOS1	0.43	5	0.35	0.636	523	0.804	0.364	285	0.69
chr3_10	0.19	1	0.35	0.636	524	0.804	0.364	284	0.69
B3GNT5	0.43	5	0.35	0.636	525	0.804	0.364	283	0.69
chr16_10	0.20	1	0.35	0.637	526	0.804	0.363	282	0.69
SRPK3	0.45	5	0.35	0.638	527	0.804	0.362	281	0.69
DUSP18	0.45	5	0.35	0.638	528	0.804	0.362	280	0.69
chr16_2	0.20	1	0.35	0.638	529	0.804	0.362	279	0.69
BMP3	0.46	5	0.36	0.639	530	0.804	0.361	278	0.69
chr1_5	0.21	1	0.36	0.64	531	0.804	0.36	277	0.69
chr10_6	0.21	1	0.36	0.64	532	0.804	0.36	276	0.69
chr8_5	0.21	1	0.36	0.64	533	0.804	0.36	275	0.69
chr3_4	0.21	1	0.36	0.64	534	0.804	0.36	274	0.69
chr15_3	0.21	1	0.36	0.641	535	0.804	0.359	273	0.69
MYRIP	0.47	5	0.36	0.641	536	0.804	0.359	272	0.69
chr3_8	0.21	1	0.36	0.641	537	0.804	0.359	271	0.69
HOXD13	0.48	5	0.36	0.641	538	0.804	0.359	270	0.69
chr9_8	0.22	1	0.36	0.641	539	0.804	0.359	269	0.69
LRFN2	0.48	5	0.36	0.642	540	0.804	0.358	268	0.69
MSH5	0.48	5	0.36	0.642	541	0.804	0.358	267	0.69
SCCPDH	0.49	5	0.36	0.642	542	0.804	0.358	266	0.69
TBC1D9	0.49	5	0.36	0.642	543	0.804	0.358	265	0.69
FOXO1	0.49	5	0.37	0.643	544	0.804	0.357	264	0.69
SMIM15	0.50	5	0.37	0.643	545	0.804	0.357	263	0.69
chr5_2	0.22	1	0.37	0.643	546	0.804	0.357	262	0.69
chr21_3	0.22	1	0.37	0.643	547	0.804	0.357	261	0.69
CLEC14A	0.50	5	0.37	0.643	548	0.804	0.357	260	0.69
chr10_11	0.23	1	0.37	0.644	549	0.804	0.356	259	0.69
chr4_7	0.23	1	0.37	0.644	550	0.804	0.356	258	0.69
SYNGR2	0.51	5	0.37	0.644	551	0.804	0.356	257	0.69
TTC7A	0.51	5	0.37	0.644	552	0.804	0.356	256	0.69
MYOM2	0.52	5	0.37	0.645	553	0.804	0.355	255	0.69
chrX_6	0.23	1	0.37	0.646	554	0.804	0.354	254	0.69
DUOX2	0.53	5	0.38	0.646	555	0.804	0.354	253	0.69
SMIM18	0.53	5	0.38	0.647	556	0.804	0.353	252	0.69
ST6GAL2	0.53	5	0.38	0.647	557	0.804	0.353	251	0.69
FAHD2B	0.54	5	0.38	0.647	558	0.804	0.353	250	0.69
ADAM9	0.54	5	0.38	0.647	559	0.804	0.353	249	0.69
AADAT	0.54	5	0.38	0.647	560	0.804	0.353	248	0.69
chr20_7	0.24	1	0.38	0.647	561	0.804	0.353	247	0.69
chr19_2	0.25	1	0.38	0.648	562	0.804	0.352	246	0.69
chr13_10	0.25	1	0.38	0.648	563	0.804	0.352	245	0.69
GUCY2C	0.56	5	0.38	0.649	564	0.804	0.351	244	0.69
chr2_3	0.25	1	0.38	0.649	565	0.804	0.351	243	0.69
chrX_10	0.25	1	0.38	0.649	566	0.804	0.351	242	0.69
chr20_4	0.25	1	0.38	0.65	567	0.804	0.35	241	0.69
chr11_4	0.25	1	0.38	0.65	568	0.804	0.35	240	0.69
CEACAM3	0.57	5	0.39	0.65	569	0.804	0.35	239	0.69
chr18_3	0.26	1	0.39	0.651	570	0.804	0.349	238	0.69
chr18_7	0.26	1	0.39	0.651	571	0.804	0.349	237	0.69
chr8_6	0.26	1	0.39	0.651	572	0.804	0.349	236	0.69
chr10_9	0.26	1	0.39	0.651	573	0.804	0.349	235	0.69
EIF2AK1	0.58	5	0.39	0.651	574	0.804	0.349	234	0.69
chr15_11	0.26	1	0.39	0.652	575	0.804	0.348	233	0.69
QPRT	0.59	5	0.39	0.652	576	0.804	0.348	232	0.69
chr2_4	0.26	1	0.39	0.652	577	0.804	0.348	231	0.69
MRAP2	0.59	5	0.39	0.652	578	0.804	0.348	230	0.69
chr3_11	0.27	1	0.39	0.652	579	0.804	0.348	229	0.69
ADH4	0.60	5	0.39	0.653	580	0.804	0.347	228	0.69
chr20_1	0.27	1	0.40	0.654	581	0.804	0.346	227	0.69
chr13_7	0.27	1	0.40	0.654	582	0.804	0.346	226	0.69
chr17_8	0.28	1	0.40	0.655	583	0.804	0.345	225	0.69
OR51F2	0.63	5	0.40	0.655	584	0.804	0.345	224	0.69
chr11_11	0.28	1	0.40	0.656	585	0.804	0.344	223	0.69
SHF	0.64	5	0.40	0.656	586	0.804	0.344	222	0.69
chr10_10	0.29	1	0.41	0.657	587	0.804	0.343	221	0.69
OR6N2	0.65	5	0.41	0.658	588	0.804	0.342	220	0.69
PLCL1	0.66	5	0.41	0.659	589	0.804	0.341	219	0.69
chr18_4	0.29	1	0.41	0.659	590	0.804	0.341	218	0.69
chr15_9	0.30	1	0.41	0.659	591	0.804	0.341	217	0.69
chr5_8	0.30	1	0.41	0.659	592	0.804	0.341	216	0.69
TRHDE	0.67	5	0.41	0.66	593	0.804	0.34	215	0.69
C15orf40	0.67	5	0.41	0.66	594	0.804	0.34	214	0.69
chr18_2	0.30	1	0.41	0.66	595	0.804	0.34	213	0.69
chr5_7	0.30	1	0.41	0.661	596	0.804	0.339	212	0.69
OLFML3	0.68	5	0.42	0.661	597	0.804	0.339	211	0.69
IHH	0.62	4	0.42	0.662	598	0.804	0.338	210	0.69
PRRT3	0.69	5	0.42	0.662	599	0.804	0.338	209	0.69
TYMSOS	0.69	5	0.42	0.662	600	0.804	0.338	208	0.69
ACSL6	0.70	5	0.42	0.662	601	0.804	0.338	207	0.69
chrX_5	0.31	1	0.42	0.663	602	0.804	0.337	206	0.69
chr13_8	0.32	1	0.42	0.664	603	0.804	0.336	205	0.69
chr19_3	0.32	1	0.42	0.664	604	0.804	0.336	204	0.69
LOC643355	0.72	5	0.42	0.664	605	0.804	0.336	203	0.69
CCDC97	0.72	5	0.42	0.664	606	0.804	0.336	202	0.69
MGAT3	0.72	5	0.43	0.665	607	0.804	0.335	201	0.69
TRIM36	0.73	5	0.43	0.665	608	0.804	0.335	200	0.69
GCC2	0.73	5	0.43	0.666	609	0.804	0.334	199	0.69
GNG4	0.73	5	0.43	0.666	610	0.804	0.334	198	0.69
IL15RA	0.74	5	0.43	0.666	611	0.804	0.334	197	0.69
chr8_2	0.33	1	0.43	0.666	612	0.804	0.334	196	0.69
chr8_9	0.33	1	0.43	0.667	613	0.804	0.333	195	0.69
SPZ1	0.75	5	0.43	0.668	614	0.804	0.332	194	0.69
F10	0.75	5	0.43	0.668	615	0.804	0.332	193	0.69
ASTE1	0.75	5	0.43	0.668	616	0.804	0.332	192	0.69
MORN4	0.76	5	0.44	0.668	617	0.804	0.332	191	0.69
RNF43	0.76	5	0.44	0.668	618	0.804	0.332	190	0.69
chr18_9	0.34	1	0.44	0.669	619	0.804	0.331	189	0.69
COL14A1	0.76	5	0.44	0.669	620	0.804	0.331	188	0.69
LIPG	0.77	5	0.44	0.669	621	0.804	0.331	187	0.69
EYA1	0.78	5	0.44	0.67	622	0.804	0.33	186	0.69
DNAH3	0.78	5	0.44	0.671	623	0.804	0.329	185	0.69
chr7_6	0.35	1	0.44	0.671	624	0.804	0.329	184	0.69
TMPRSS12	0.79	5	0.44	0.671	625	0.804	0.329	183	0.69
PABPC4	0.79	5	0.44	0.672	626	0.804	0.328	182	0.69
SESN1	0.80	5	0.45	0.672	627	0.804	0.328	181	0.69
chr7_8	0.36	1	0.45	0.673	628	0.804	0.327	180	0.69
CPNE9	0.81	5	0.45	0.673	629	0.804	0.327	179	0.69
ALDH1A3	0.81	5	0.45	0.674	630	0.804	0.326	178	0.69
chr10_5	0.36	1	0.45	0.674	631	0.804	0.326	177	0.69
chr16_8	0.37	1	0.45	0.675	632	0.804	0.325	176	0.69
IGFLR1	0.84	5	0.46	0.676	633	0.804	0.324	175	0.69
LYPD8	0.84	5	0.46	0.676	634	0.804	0.324	174	0.69
chr14_9	0.38	1	0.46	0.677	635	0.804	0.323	173	0.69
GPR143	0.85	5	0.46	0.677	636	0.804	0.323	172	0.69
RGMA	0.85	5	0.46	0.677	637	0.804	0.323	171	0.69
TRPM5	0.86	5	0.46	0.678	638	0.804	0.322	170	0.69
chr1_10	0.38	1	0.46	0.678	639	0.804	0.322	169	0.69
PLCB2	0.87	5	0.46	0.679	640	0.804	0.321	168	0.69
ROBO2	0.88	5	0.47	0.68	641	0.804	0.32	167	0.69
SPTBN1	0.88	5	0.47	0.68	642	0.804	0.32	166	0.69
RAB2B	0.88	5	0.47	0.68	643	0.804	0.32	165	0.69
RIT1	0.91	5	0.48	0.683	644	0.804	0.317	164	0.69
XG	0.92	5	0.48	0.683	645	0.804	0.317	163	0.69
chr12_4	0.42	1	0.48	0.685	646	0.804	0.315	162	0.69
chr3_5	0.42	1	0.48	0.686	647	0.804	0.314	161	0.69
RYK	0.94	5	0.48	0.686	648	0.804	0.314	160	0.69
DXO	0.96	5	0.49	0.688	649	0.804	0.312	159	0.69
SHCBP1L	0.96	5	0.49	0.688	650	0.804	0.312	158	0.69
chr21_4	0.44	1	0.49	0.689	651	0.804	0.311	157	0.69
chr18_1	0.44	1	0.49	0.689	652	0.804	0.311	156	0.69
chr9_1	0.44	1	0.50	0.69	653	0.804	0.31	155	0.69
SATL1	1.00	5	0.50	0.691	654	0.804	0.309	154	0.69
CREB3L2	1.00	5	0.50	0.691	655	0.804	0.309	153	0.69
TSPAN6	1.00	5	0.50	0.691	656	0.804	0.309	152	0.69
NEU4	1.01	5	0.50	0.692	657	0.804	0.308	151	0.69
PCTP	1.02	5	0.50	0.693	658	0.804	0.307	150	0.69
chr1_8	0.46	1	0.51	0.694	659	0.804	0.306	149	0.69
C1QL4	1.03	5	0.51	0.694	660	0.804	0.306	148	0.69
DACT2	1.04	5	0.51	0.695	661	0.804	0.305	147	0.69
MANSC1	1.04	5	0.51	0.695	662	0.804	0.305	146	0.69
chr8_1	0.47	1	0.51	0.695	663	0.804	0.305	145	0.69
chr16_4	0.47	1	0.51	0.695	664	0.804	0.305	144	0.69
PHC3	1.05	5	0.51	0.696	665	0.804	0.304	143	0.69
HYPM	1.05	5	0.51	0.696	666	0.804	0.304	142	0.69
chrX_2	0.47	1	0.51	0.696	667	0.804	0.304	141	0.69
SPIN3	1.07	5	0.52	0.698	668	0.804	0.302	140	0.69
SERINC1	1.07	5	0.52	0.698	669	0.804	0.302	139	0.69
FOXP3	1.07	5	0.52	0.698	670	0.804	0.302	138	0.69
chr17_4	0.48	1	0.52	0.698	671	0.804	0.302	137	0.69
MLF1	1.08	5	0.52	0.699	672	0.804	0.301	136	0.69
SDR42E1	1.10	5	0.53	0.701	673	0.804	0.299	135	0.69
chr1_9	0.50	1	0.53	0.701	674	0.804	0.299	134	0.69
CAMK1D	1.11	5	0.53	0.701	675	0.804	0.299	133	0.69
TMEM159	1.11	5	0.53	0.702	676	0.804	0.298	132	0.69
TTLL2	1.12	5	0.53	0.702	677	0.804	0.298	131	0.69
LGR5	1.12	5	0.53	0.702	678	0.804	0.298	130	0.69
chr11_7	0.50	1	0.53	0.702	679	0.804	0.298	129	0.69
TRIM7	1.14	5	0.54	0.704	680	0.804	0.296	128	0.69
ASCL2	1.14	5	0.54	0.704	681	0.804	0.296	127	0.69
SLC38A4	1.14	5	0.54	0.704	682	0.804	0.296	126	0.69
chr12_10	0.52	1	0.54	0.707	683	0.804	0.293	125	0.69
MKL2	1.17	5	0.54	0.707	684	0.804	0.293	124	0.69
chr2_2	0.53	1	0.55	0.707	685	0.804	0.293	123	0.69
chr14_4	0.53	1	0.55	0.708	686	0.804	0.292	122	0.69
chr6_9	0.53	1	0.55	0.708	687	0.804	0.292	121	0.69
PNRC1	1.18	5	0.55	0.708	688	0.804	0.292	120	0.69
chr6_6	0.53	1	0.55	0.709	689	0.804	0.291	119	0.69
CAB39L	1.20	5	0.55	0.71	690	0.804	0.29	118	0.69
chr3_2	0.54	1	0.55	0.71	691	0.804	0.29	117	0.69
EVC	1.20	5	0.55	0.71	692	0.804	0.29	116	0.69
chr2_9	0.54	1	0.55	0.71	693	0.804	0.29	115	0.69
chr1_1	0.54	1	0.55	0.71	694	0.804	0.29	114	0.69
KLLN	1.21	5	0.55	0.71	695	0.804	0.29	113	0.69
chr16_3	0.55	1	0.56	0.712	696	0.804	0.288	112	0.69
VAV3	1.23	5	0.56	0.712	697	0.804	0.288	111	0.69
chr18_8	0.55	1	0.56	0.713	698	0.804	0.287	110	0.69
SLC50A1	1.24	5	0.56	0.713	699	0.804	0.287	109	0.69
BCL2L10	1.24	5	0.56	0.713	700	0.804	0.287	108	0.69
chr10_8	0.55	1	0.56	0.713	701	0.804	0.287	107	0.69
NEIL3	1.24	5	0.56	0.713	702	0.804	0.287	106	0.69
chr11_5	0.56	1	0.56	0.713	703	0.804	0.287	105	0.69
LY6G5C	1.24	5	0.56	0.714	704	0.804	0.286	104	0.69
chr13_3	0.56	1	0.57	0.714	705	0.804	0.286	103	0.69
SHROOM4	1.27	5	0.57	0.716	706	0.804	0.284	102	0.69
chr4_6	0.57	1	0.57	0.716	707	0.804	0.284	101	0.69
chr3_3	0.57	1	0.57	0.717	708	0.804	0.283	100	0.69
CYP4F8	1.29	5	0.58	0.717	709	0.804	0.283	99	0.69
APOL1	1.29	5	0.58	0.718	710	0.804	0.282	98	0.69
chr2_7	0.58	1	0.58	0.718	711	0.804	0.282	97	0.69
chr8_4	0.59	1	0.58	0.72	712	0.804	0.28	96	0.69
CRISPLD2	1.32	5	0.58	0.72	713	0.804	0.28	95	0.69
PKP1	1.33	5	0.59	0.721	714	0.804	0.279	94	0.69
ENTPD4	1.34	5	0.59	0.722	715	0.804	0.278	93	0.69
PRR21	1.34	5	0.59	0.722	716	0.804	0.278	92	0.69
chr1_11	0.61	1	0.59	0.724	717	0.804	0.276	91	0.69
HSFY1	1.36	5	0.59	0.724	718	0.804	0.276	90	0.69
MSH4	1.37	5	0.60	0.725	719	0.804	0.275	89	0.69
PLEKHN1	1.37	5	0.60	0.725	720	0.804	0.275	88	0.69
chr15_7	0.62	1	0.60	0.726	721	0.804	0.274	87	0.69
PRKG1	1.40	5	0.61	0.728	722	0.804	0.272	86	0.69
LMOD3	1.41	5	0.61	0.728	723	0.804	0.272	85	0.69
chr4_8	0.63	1	0.61	0.728	724	0.804	0.272	84	0.69
LRRN1	1.43	5	0.61	0.73	725	0.804	0.27	83	0.69
GGA2	1.43	5	0.61	0.73	726	0.804	0.27	82	0.69
NOS1	1.43	5	0.61	0.73	727	0.804	0.27	81	0.69
ACE2	1.45	5	0.62	0.732	728	0.804	0.268	80	0.69
NPAS2	1.46	5	0.62	0.733	729	0.804	0.267	79	0.69
HLA-DOB	1.47	5	0.62	0.733	730	0.804	0.267	78	0.69
SLC51B	1.48	5	0.63	0.735	731	0.804	0.265	77	0.69
OR52E6	1.48	5	0.63	0.735	732	0.804	0.265	76	0.69
chr21_6	0.66	1	0.63	0.735	733	0.804	0.265	75	0.69
PMS1	1.49	5	0.63	0.735	734	0.804	0.265	74	0.69
chr3_6	0.67	1	0.63	0.736	735	0.804	0.264	73	0.69
PMS2	1.50	5	0.63	0.736	736	0.804	0.264	72	0.69
POLH	1.50	5	0.63	0.736	737	0.804	0.264	71	0.69
chr20_9	0.68	1	0.64	0.737	738	0.804	0.263	70	0.69
TCF19	1.53	5	0.64	0.738	739	0.804	0.262	69	0.69
TGFBR2	1.53	5	0.64	0.738	740	0.804	0.262	68	0.69
chr9_6	0.68	1	0.64	0.739	741	0.804	0.261	67	0.69
LCE6A	1.53	5	0.64	0.739	742	0.804	0.261	66	0.69
TMEM236	1.58	5	0.65	0.743	743	0.805	0.257	65	0.69
chr18_6	0.71	1	0.66	0.744	744	0.805	0.256	64	0.69
HPGD	1.60	5	0.66	0.744	745	0.805	0.256	63	0.69
chr10_4	0.71	1	0.66	0.744	746	0.805	0.256	62	0.69
TCF20	1.62	5	0.66	0.747	747	0.805	0.253	61	0.69
chr11_10	0.73	1	0.67	0.747	748	0.805	0.253	60	0.69
FBLN2	1.63	5	0.67	0.747	749	0.805	0.253	59	0.69
FZD10	1.65	5	0.67	0.749	750	0.805	0.251	58	0.69
SWT1	1.65	5	0.67	0.749	751	0.805	0.251	57	0.69
chrX_1	0.75	1	0.68	0.75	752	0.805	0.25	56	0.69
NCKIPSD	1.67	5	0.68	0.751	753	0.805	0.249	55	0.69
chr9_9	0.75	1	0.68	0.752	754	0.805	0.248	54	0.69
ZDHHC1	1.70	5	0.68	0.753	755	0.805	0.247	53	0.69
MDM2	1.72	5	0.69	0.755	756	0.805	0.245	52	0.69
SLAMF1	1.72	5	0.69	0.755	757	0.805	0.245	51	0.69
